estate,item,family,text,n_countries,mae_pp,abstained,median_noise_dist
goqa_dev,9883f25a22b7,other,"And in your household, do you have any of the following? Count only those that are in working order….motorcycle or scooter",41,14.59,0,
goqa_dev,98f4ef3815ab,tech/climate,Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… g. Promotes action on clim,14,5.91,1,
goqa_dev,99a58fda80ad,other,I am going to read a list of things that have happened recently. Did US aid to Tsunami victims in Southeast Asia lead you to have a more fav,11,19.76,0,
goqa_dev,9a10aa9f09d9,economy,"Does trade with other countries lead to an increase in the price of products sold in your country, a decrease in prices, or does it not make",46,10.64,0,
goqa_dev,9a822cedbcbf,democracy/governance,Do you think people should be able to say these types of things publically OR the government should be able to prevent people from saying th,35,17.91,0,
goqa_dev,9ae59b79add9,intl-relations,"Do you think products made in China are as safe as products made in other countries, or do you think they are less safe than products made i",19,8.29,0,
goqa_dev,9b661e4aa479,other,"There has been a lot of talk about globalization these days.  Do you think that globalization is a very good thing, somewhat good, somewhat ",27,11.39,0,
goqa_dev,9be562a01081,other,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",31,10.03,0,
goqa_dev,9caee34a9a65,economy,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",37,16.94,0,
goqa_dev,9cbfc48e60a7,security,Which of the following phrases comes closer to your point of view?...The U.S. is right to be so concerned about the threat of international ,9,21.83,0,
goqa_dev,9d47c3884afb,other,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements...Success in",54,8.92,0,
goqa_dev,9d9100d020f1,intl-relations,Do you approve or disapprove of the United States conducting missile strikes from pilotless aircraft called drones to target extremists in c,45,12.97,0,
goqa_dev,9d9afccb721b,intl-relations,Please tell me if you approve or disapprove of the way President Barack Obama is dealing with…China,37,15.31,1,
goqa_dev,9d9ec6db1f0b,intl-relations,"As I read some proposed policies of U.S. President Joe Biden, please tell me if you approve or disapprove of each one. d. The U.S. allowing ",15,4.39,1,
goqa_dev,9da5a6bbbb51,other,"Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 me",30,2.87,0,
goqa_dev,9ddde6d0c319,intl-relations,Now I'm going to read you some statements about what President Barack Obama might do in the future. Do you think he will get the United Stat,20,10.64,1,
goqa_dev,9dea131c25dd,intl-relations,Which of these characteristics do you associate with people in Western countries such as the United States and Europe?...Immoral...Do you as,10,16.41,0,
goqa_dev,9dee653e5b37,other,"Do you have friends or relatives who live in another country that you write to, telephone or visit regularly?",38,15.66,0,
goqa_dev,9e3e9b849c67,tech/climate,"And what is your next most frequent source of news about national and international issues--television, newspapers, radio, magazines, or the",37,7.39,0,
goqa_dev,9fe54970de3d,intl-relations,"In your opinion, when foreign companies buy your nationality companies, does this have a very good, somewhat good, somewhat bad, or a very b",41,12.85,0,
goqa_dev,9ff52562779f,democracy/governance,Do you think media organizations should be able to publish information about these types of things OR the government should be able to preve,35,15.32,0,
goqa_dev,a00ad02b55d7,other,"(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a ve",45,5.59,0,
goqa_dev,a106e2a369d7,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Hamas",16,19.28,1,
goqa_dev,a1e21a44d179,democracy/governance,Why do you think the US is conducting the war on terrorism? Is...To target Muslim governments and groups it sees as unfriendly...an importan,8,8.29,0,
goqa_dev,a20049529291,democracy/governance,I am going to read you the same list.  Does...you can openly say what you think and can criticize the (state or government)...describe our c,37,12.76,0,
goqa_dev,a337313a011b,other,"Which comes closer to describing your view?...I like the pace of modern life, OR I do not like the pace of modern life",27,12.99,0,
goqa_dev,a3af02f0bbab,democracy/governance,For each one please tell me if you think the your nationality government should make decisions about this issue for ...   a. international t,9,7.0,0,
goqa_dev,a3bc7e0624c5,economy,"As I read each one, please tell me if you think it is a very important, somewhat important, not too important, or not at all important reaso",11,5.02,0,
goqa_dev,a4925205f6c5,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",15,13.69,1,
goqa_dev,a6da358308df,democracy/governance,I am going to read you a list of things that the government might do to improve public health and health care in our country.  As I read eac,24,5.44,0,
goqa_dev,a81e1a4624cf,democracy/governance,"How important is it to you to live in a country where the military is under the control of civilian leaders?  Is it very important, somewhat",37,16.36,0,
goqa_dev,a8553d371c73,other,"How much of a danger is the American presence in Iraq to stability in the Middle East and world peace? A great danger, moderate danger, smal",12,7.05,0,
goqa_dev,a88344b88b09,other,"I'd like to ask your opinion about some international issues.  Please tell me how concerned you are, if at all, about each of them - are you",37,11.87,1,
goqa_dev,a8df1e140913,democracy/governance,(Now thinking about foreign aid programs. Please tell me how well each of the following describes programs in your country funded by foreign,8,10.37,0,
goqa_dev,a91e4577e81d,religion/values,Now I’d like to ask you about your preference – what kind of marriage do you think is the more satisfying way of life?,32,2.88,0,
goqa_dev,aa0029f71873,other,Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views — even if neither is exactly right. c. Imm,17,16.59,0,
goqa_dev,aaabb02da60d,other,"Overall, do you think of the U.S. as more of a partner of your country, more of an enemy of your country, or neither?",36,20.62,0,
goqa_dev,aab9e86f6b35,other,"I am going to read you the same list.  Does law and order is maintained describe our country very well, somewhat well, not too well or not w",13,14.43,0,
goqa_dev,ab0bbf9fe62d,intl-relations,"Do you think the U.S. and NATO should keep military troops in Afghanistan until the situation has stabilized, or do you think the U.S. and N",40,14.45,1,
goqa_dev,ab699c0070a3,other,I am going to list some different political and social actions that people can take. Have you done this ...  b. participated in an organized,13,7.83,0,
goqa_dev,ad1797f6faf5,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of...Pakistan?",29,19.66,0,
goqa_dev,ad25d16b9d1f,other,Do you think it's a good thing or a bad thing that people from the Middle East and North Africa come to live and work in this country?,8,13.09,0,
goqa_dev,ad383abb2435,other,"Thinking about restrictions on public activity in the public over the course of the coronavirus outbreak, do you think there should have bee",16,14.89,0,
goqa_dev,adb04e295de7,intl-relations,"Overall, how much influence do you think the United States is having on the way things are going in our country? Would you say it is having ",35,11.38,0,
goqa_dev,adfa47b9de27,other,"I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat t",12,12.34,1,
goqa_dev,aedbba64a965,other,Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… d. Deals effectively with ,14,5.32,1,
goqa_dev,af3a90d68683,economy,"For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than f",27,14.11,0,
goqa_dev,b05e229426f1,democracy/governance,"Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way thi",34,7.28,0,
goqa_dev,b0e91dedcc3d,tech/climate,"As I read some policies of U.S. President Donald Trump, please tell me if you approve or disapprove of each one. a. U.S. withdrawal from int",32,7.77,1,
goqa_dev,b148d0c2ba11,democracy/governance,I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...vo,28,6.82,0,
goqa_dev,b15387257009,economy,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements...Most peopl",32,10.38,0,
goqa_dev,b194eb37bdd9,other,Which of the following worries you second most about Islamic identity in our country today?  It can lead to violence; it can lead to a loss ,9,4.39,0,
goqa_dev,b1bba9c188cb,economy,"To deal with Europe's economic problems, would you favor or oppose giving more decision-making power to the European Union?",8,10.85,1,
goqa_dev,b2266dc8fe39,other,"Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a ro",25,6.48,0,
goqa_dev,b24620767e41,economy,"Overall, do you think current economic ties between your country and ____ are very good, somewhat good, somewhat bad or very bad? a. The Uni",15,21.67,0,
goqa_dev,b2d886005b13,other,Which of the following two statements best describes you: 'I follow INTERNATIONAL news closely ONLY when something important is happening' O,35,9.31,0,
goqa_dev,b4404d6b6f89,democracy/governance,"Does this statement describe your country very well, somewhat well, not too well, or not well at all? e. No matter who wins an election, thi",25,10.16,0,
goqa_dev,b4c5f49cd1ad,other,"In your opinion, how many (Muslims/people) in our country support Islamic extremists like al Qaeda - would you say most, many, just some or ",11,12.88,1,
goqa_dev,b6d1cf404b2d,security,Here are a few questions about how the war in Iraq may have changed your opinion of the U.S. Did the U.S. military show itself to be stronge,8,11.87,0,
goqa_dev,b76e06ddcb3f,security,"Thinking about immigration, would you support or oppose your country ____? a. taking in refugees from countries where people are fleeing vio",17,12.23,0,
goqa_dev,b7804e78fa21,intl-relations,"Turning to China, all things considered, was the decision to hold the 2008 Summer Olympics in China a good or bad decision?",19,18.57,1,
goqa_dev,b803f1027631,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of...Israel",11,12.86,0,
goqa_dev,b82f4bd9c63f,other,"Thinking about the future of your country, please tell me whether you feel generally optimistic or generally pessimistic about the following",31,14.14,0,
goqa_dev,b869c465c519,other,"I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how impor",41,8.76,0,
goqa_dev,b92fefe0f6bb,economy,"Now, thinking about some possible economic concerns for the country. Do you think that the power of financial institutions and banks pose(s)",9,10.55,0,
goqa_dev,bae57aed0071,democracy/governance,Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? d. Russia,46,13.46,0,
goqa_dev,bb3f50f5bc7b,other,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statement. a. there are",32,9.77,0,
goqa_dev,bb8835cfcf4b,other,"I'm going to read a list of some changes that have taken place. Please tell me if you think each one has been a change for the better, a cha",27,11.56,0,
goqa_dev,bbfd1f6ac1eb,other,Which country is doing the most to help poor nations develop?,14,19.47,0,
goqa_dev,bc2a15971173,security,"Were you happy that the Iraqi military put up so little resistance to the US and its allies, or were you disappointed about that?",12,19.01,0,
goqa_dev,bc445f87145b,other,How much confidence do you have in the healthcare system in the public to handle a future global health emergency that might occur – a great,16,10.15,0,
goqa_dev,bcb9d699e54d,intl-relations,"In making international policy decisions, to what extent do you think the United States takes into account the interests of countries like y",48,18.74,0,
goqa_dev,bce803e0bee3,other,What poses the greatest threat to Islam today?,8,23.99,0,
goqa_dev,bd1c60fa726b,other,"Now I will read a list of some things that have happened in the world recently. For each one,please tell me if you've heard of it or not...t",12,2.27,0,
goqa_dev,bd53f59d5655,democracy/governance,"Now thinking about the situation in Iraq, do you believe that efforts to establish a stable government in Iraq will definitely succeed, prob",22,15.71,0,
goqa_dev,bd80ca4f3821,security,"Overall, do you think the war with Iraq that removed Saddam Hussein from power made the world a safer place or a more dangerous place?",16,6.84,1,
goqa_dev,bd8adf4d101d,tech/climate,"Now I will read a list of some things that have happened in the world recently. For each one,please tell me if you've heard of it or not...t",12,14.63,0,
goqa_dev,be5b73d57987,other,"Thinking about the future of your country, please tell me whether you feel generally optimistic or generally pessimistic about the following",32,11.97,0,
goqa_dev,beac3915a395,intl-relations,"When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the wors",16,8.51,0,
goqa_dev,c03964bd7b2f,security,Why do you think the US is conducting the war on terrorism? Is...To control Mideast oil...an important reason why the US is doing this or no,8,4.4,0,
goqa_dev,c0f43d23a35b,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...UN Secretary General",8,14.45,1,
goqa_dev,c0fbcc53c419,other,Has each of the following gotten better or worse over the last five years in our country: the affordability of health care.,27,19.53,0,
goqa_dev,c114c45e88fd,intl-relations,"I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat t",11,15.88,0,
goqa_dev,c1c61bcf4cb1,democracy/governance,"For each of the following issues, how likely are you personally to take political action on it, such as contact an elected official or parti",13,9.72,0,
goqa_dev,c36f140961bf,intl-relations,"When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the wors",16,4.91,0,
goqa_dev,c3c5ced758e3,democracy/governance,"For each one, please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with it. The (state/governme",20,5.05,0,
goqa_dev,c4ae034a37fb,other,Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? f. arrogant,15,10.23,0,
goqa_dev,c4ca409c0b6b,security,Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views — even if neither is exactly right. b. Imm,17,12.09,0,
goqa_dev,c4e796d15a2b,other,"Do you think there is a natural conflict between being a devout Muslim and living in a modern society, or don't you think so?",11,16.25,0,
goqa_dev,c6a8735d790d,other,"In general, how well prepared do you think your country is to handle a major cyberattack on computer systems in this country—very well, some",25,17.42,0,
goqa_dev,c7c5e258fc3d,democracy/governance,I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...ph,29,11.67,0,
goqa_dev,c7e69ba57e89,economy,"In response to the situation involving Russia and Ukraine, do you support or oppose each of the following actions?...Economic aid to Ukraine",8,9.68,0,
goqa_dev,c840334d63e1,democracy/governance,"I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, ",36,10.6,0,
goqa_dev,c9268fa1866f,democracy/governance,Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? c. the public,16,5.26,0,
goqa_dev,c94d12e52b39,other,Please tell me whether you think the following describes U.S. President Donald Trump. Do you think of Donald Trump as ____? g. arrogant,35,8.41,1,
goqa_dev,c9fcbd66c6b7,intl-relations,"Think of the changes that have taken place in your country since 1989  /  1991. Have those changes had a very good influence, a good influen",9,16.98,0,
goqa_dev,ca4a581f87c5,other,"Thinking about the future of your country, please tell me whether you feel generally optimistic or generally pessimistic about the following",32,8.34,0,
goqa_dev,ca5920e0dd2f,economy,Please tell me which of the following statements is closest to your own opinion.  The closing of large inefficient factories (enterprises) i,20,10.87,0,
goqa_dev,cb5785c9a107,democracy/governance,"Which statement comes closer to your own views -- even if neither is exactly right. Ukraine should accept economic aid from Western nations,",15,23.07,0,
goqa_dev,cba5c48c9f79,other,As I read some specific policies of President Barack Obama tell me if you approve or disapprove of them...Withdrawing U.S. combat forces fro,20,9.45,1,
goqa_dev,ccc052b1eb4b,intl-relations,Do you think the UK leaving the European Union will be a good thing or a bad thing for ____? b. the UK,10,4.96,1,
goqa_dev,ccc2ef07977d,other,"How much of a problem, if at all, is the growing number of older people in your country - is it a major problem, a minor problem, or not a p",20,8.87,0,
goqa_dev,cd1d4f7903d9,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Japan",39,15.52,0,
goqa_dev,cd55bbe2809f,other,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",39,9.01,0,
goqa_dev,ce3778dc4759,security,"I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, ",14,8.21,0,
goqa_dev,ce5b71fc161b,economy,"Which statement comes closer to your own views, even if neither is exactly right? Hosting the World Cup is a good thing for Brazil, because ",15,28.22,0,
goqa_dev,cf95312d044d,economy,I'd like your opinion about some possible international concerns for your country. Do you think that international financial instability is ,37,16.92,0,
goqa_dev,d0ff8c03c7dd,other,Which one of the following worries you most about Islamic identity in our country today?  It can lead to violence; it can lead to a loss of ,9,8.51,0,
goqa_dev,d1bd34b360c9,other,"I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how impor",41,15.19,0,
goqa_dev,d24394f4a361,other,"On a different subject, how concerned, if at all, are you about Islamic extremism in our country these days? Are you very concerned, somewha",25,13.04,0,
goqa_dev,d26c08819cb3,democracy/governance,"How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? b. the",36,5.75,0,
goqa_dev,d291397b7de9,other,"Does this statement describe your country very well, somewhat well, not too well, or not well at all? d. Most people live in areas where it ",25,13.74,0,
goqa_dev,d30b06fe0ab9,security,"Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statements...It is some",44,11.64,0,
goqa_dev,d346a6600da5,intl-relations,"In general, what kind of influence has the increasing use of the Internet in our country had on each of the following things. Has the increa",30,11.38,0,
goqa_dev,d35cdb4eaf7b,intl-relations,"Think of the changes that have taken place in your country since 1989 /  1991. Have those changes had a very good influence, a good influenc",9,15.6,0,
goqa_dev,d37b81b21577,intl-relations,"Now I'm going to read you a list of countries.  For each one, please tell me whether you would favor or oppose admitting it into the Europea",11,10.44,1,
goqa_dev,d3f36cb823ab,other,"I'd like you to rate some different groups of people in your country according to how you feel about them.  For each group, please tell me w",10,8.12,0,
goqa_dev,d4119b62c4ad,other,"And how much of a role do you think Islam SHOULD play in the political life of our country - a very large role, a fairly large role, a fairl",8,16.64,0,
goqa_dev,d42a8a91658b,security,"In your opinion, which is more important...Preventing Iran from developing nuclear weapons, even if it means taking military action, or avoi",26,9.29,1,
goqa_dev,d5348dfa4eab,intl-relations,"How concerned are you, if at all, that your country has become too dependent on Russia for its energy resources? Are you very concerned, fai",13,8.96,0,
goqa_dev,d5593d632a2f,democracy/governance,"For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs — a lot of confidence, some conf",14,10.3,1,
goqa_dev,d580a1e94839,other,"If Iran were to develop nuclear weapons, do you think they would be likely to...attack another Muslim country, or not?",12,7.49,0,
goqa_dev,d5a840371ad5,other,"Does this statement describe your country very well, somewhat well, not too well, or not well at all? b. The court system treats everyone fa",25,15.22,0,
goqa_dev,d5b2513a8333,economy,"In re-building Iraq, how good a job are the US and its allies doing in taking into account the needs and interests of the Iraqi people?  Is ",16,12.76,0,
goqa_dev,d60eba3b3be9,other,And which of these poses the second greatest threat to the world?,50,6.89,0,
goqa_dev,d64a4050e67d,economy,"Which of the following is taking the best approach to fixing the global economic crisis - the United States, China, or the European Union?",20,14.48,1,
goqa_dev,d7b4007c6b41,other,"(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a ve",8,5.23,0,
goqa_dev,d7e644719ce3,democracy/governance,"How likely or unlikely do you think it is that, in the future, a cyberattack will result in the following situation? b. Elections in your co",25,8.62,0,
goqa_dev,d7fb7b1d91db,democracy/governance,"Does this statement describe your country very well, somewhat well, not too well, or not well at all? a. Elected officials care what ordinar",25,12.58,0,
goqa_dev,d992976817a9,security,Before the war the U.S. and Britain claimed that Iraq had weapons of mass destruction. These weapons have yet to be found. Why do you think ,8,8.44,0,
goqa_dev,d9ad83b840af,other,"I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how impor",41,18.06,0,
goqa_dev,da0435dbf0bf,democracy/governance,Some feel that we should rely on a democratic form of government to solve our country's problems.  Others feel that we should rely on a lead,41,15.29,0,
goqa_dev,da15a09e48bf,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Muslims",27,19.3,0,
goqa_dev,da6dcd045b13,other,Now I'm going to read you some statements about what President Barack Obama might do in the future. Do you think he will be fair in dealing ,20,16.36,1,
goqa_dev,dbad169d81c3,other,"(Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a ve",8,7.97,0,
goqa_dev,dc67fb384209,intl-relations,"When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the wors",16,11.01,0,
goqa_dev,dc69749ca82f,economy,"Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower eco",15,4.52,0,
goqa_dev,dd04818438bd,intl-relations,"When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the wors",16,6.34,0,
goqa_dev,de71ef7cdb85,intl-relations,"Do you think discrimination against people based on their race or ethnicity is a very serious problem, somewhat serious problem, not too ser",15,2.7,0,
goqa_dev,dea2ade34b0b,other,"Now I will read a list of some things that have happened in the world recently. For each one,please tell me if you've heard of it or not...r",12,18.35,1,
goqa_dev,dec7a01de253,economy,"Would you say that each of the following is doing a very good, somewhat good, somewhat bad, or very bad job dealing with global climate chan",16,11.49,0,
goqa_dev,df836598f2fd,economy,"Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus out",17,13.12,0,
goqa_dev,dff7ac81301d,intl-relations,"How concerned are you, if at all, that territorial disputes between China and neighboring countries could lead to a military conflict? Are y",11,14.64,0,
goqa_dev,e1bae18c2bb9,democracy/governance,"How much of a danger is the current government in...Iran to stability in the Middle East and world peace? A great danger, moderate danger, s",19,12.98,0,
goqa_dev,e20d63a908ad,democracy/governance,"How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? e. hon",36,7.85,0,
goqa_dev,e3039fcb6389,economy,"Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 me",30,3.73,0,
goqa_dev,e32efdb22fa3,security,"Do you think the U.S. should keep military troops in Iraq until the situation has stabilized, or do you think the U.S. should remove its tro",35,12.11,0,
goqa_dev,e45cdd8edc27,other,Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...Iran.,23,18.9,1,
goqa_dev,e4c3ee581117,other,"Now thinking about Iran, would you favor or oppose Iran acquiring nuclear weapons?",37,13.02,0,
goqa_dev,e58f6d190cf3,intl-relations,"I'd like to ask your opinion about some international issues.  Please tell me how concerned you are, if at all, about each of them - are you",36,12.67,0,
goqa_dev,e5c0da95a121,democracy/governance,"For each statement, please tell me whether you completely agree with it, mostly agree with it, mostly disagree with it or completely disagre",12,11.05,0,
goqa_dev,e5e321d9df63,economy,"Does trade with other countries lead to an increase in the wages of your nationality workers, a decrease in wages, or does it not make a dif",41,13.59,0,
goqa_dev,e6441dd6e8ef,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Saudi Arabia",15,19.83,1,
goqa_dev,e678f109a343,other,Some people think that suicide bombing and other forms of violence against civilian targets are justified in order to defend Islam from its ,23,12.3,0,
goqa_dev,e734ce594e25,other,"What is most appealing to you about President Barack Obama, his personal qualities, his policies, both, or neither?",20,8.2,1,
goqa_dev,e7da3d3ba01d,intl-relations,"Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a ro",25,12.99,0,
goqa_dev,e92393f06441,democracy/governance,"Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a ve",50,9.95,0,
goqa_dev,e953f6dc9cb5,other,"Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the people of the (d",27,14.73,0,
goqa_dev,eab0173311c1,democracy/governance,"I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, ",36,7.42,0,
goqa_dev,eb31a01c281f,other,"What about the way movies, TV and music from different parts of the world are now available in your country - do you think this is a very go",27,7.45,0,
goqa_dev,eb9594073967,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",24,11.59,1,
goqa_dev,ebc787b90dfb,other,"Thinking about the future, if you had to choose, which of the following scenarios would be better for the world?",25,8.99,0,
goqa_dev,ec041e9e0eeb,economy,"All things considered, do you think that Muslim nations should be more economically prosperous than they are today, or don't you think so?",13,12.24,0,
goqa_dev,ec6ba9563e6d,other,What countries pose the greatest threat to your country in the future?,9,15.38,0,
goqa_dev,ed0699a6b10f,democracy/governance,"I am now going to read you a list of things some people say could be improved in our country. Of this list, please tell me which one you thi",8,12.54,0,
goqa_dev,ed0f28ef8c49,other,"In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? a. Peopl",16,18.52,0,
goqa_dev,ee3be9c793d3,intl-relations,"In response to the situation involving Russia and Ukraine, do you support or oppose each of the following actions?...Ukraine becoming a memb",8,11.94,1,
goqa_dev,eedb50715695,religion/values,"Do you personally believe that having an abortion is morally acceptable, morally unacceptable, or is it not a moral issue?",37,8.66,0,
goqa_dev,ef100d199961,democracy/governance,"If you had to choose, which would you rather have?...Higher taxes in our country so the government can provide more services, lower taxes, e",9,11.65,0,
goqa_dev,ef15ca7a8d39,other,Please tell me whether you think the following describes U.S. President Donald Trump. Do you think of Donald Trump as ____? e. intolerant,35,8.15,1,
goqa_dev,ef218a4a61c5,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",15,9.92,1,
goqa_dev,ef4c910e5b3b,other,"How important is it to you to live in a country where you can openly say what you think and can criticize the state?  Is it very important, ",37,4.8,0,
goqa_dev,efdf8a03ee83,security,Do you support or oppose the U.S. military actions against the Islamic militant group in Iraq and Syria known as ISIS?,36,20.37,1,
goqa_dev,f01a806f1fe5,other,Has each of the following gotten better or worse over the last five years in our country: the availability of modern medicines and treatment,27,17.93,0,
goqa_dev,f0236011850b,security,As a consequence of the war do you have more confidence or less confidence that the US is trustworthy?,8,9.33,0,
goqa_dev,f1e711a998f9,other,Which country do you think will win the 2010 World Cup?,20,20.96,0,
goqa_dev,f36ad3c2d8e5,other,"I’m going to read you a list of things your country might do in dealing with developing countries. As I read each one, please tell me if you",12,14.42,0,
goqa_dev,f41978240e5d,other,"Please tell me how closely you follow each type of news. Do you follow ____ very closely, somewhat closely, not very closely or not at all c",36,6.64,0,
goqa_dev,f6886bc6b27b,security,Does statement #1 or statement #2 come closer to your own views: b. refugees in our country today are more to blame for crime than other gro,9,12.18,0,
goqa_dev,f6e3086f0793,economy,"What do you think about the growing trade and business ties between your country and other countries - do you think it is a very good thing,",54,6.54,0,
goqa_dev,f72bddc8513b,religion/values,"On a different subject, do you think women should have equal rights with men, or shouldn't they?",21,12.88,0,
goqa_dev,f7b778ea16f5,religion/values,"Compared to 20 years ago, do you think religion has a more important role in your country, a less important role, or do you think there has ",32,10.04,0,
goqa_dev,f7f94a9ae82b,tech/climate,"In the past 12 months, have you used the Internet to do any of the following things?...take an online class or take an online course that le",29,10.41,0,
goqa_dev,f8199760c1cb,religion/values,"Do you personally believe that using contraceptives is morally acceptable, morally unacceptable, or is it not a moral issue?",37,10.71,0,
goqa_dev,f81da6da6f87,democracy/governance,"Here are some different political and social actions that people can take. Please indicate, for each type of action, whether: you have done ",28,10.38,0,
goqa_dev,f87818b96ef5,economy,"And thinking specifically about our country's economy, how much influence do you think the United States is having on economic conditions in",17,12.22,0,
goqa_dev,f8b4be08404b,democracy/governance,For each one please tell me if you think the your nationality government should make decisions about this issue for ...  c. migration of peo,9,5.17,1,
goqa_dev,f8ccf0233515,democracy/governance,"And which of these comes closer to your view? I like American ideas about democracy, OR I dislike American ideas about democracy.",49,14.81,0,
goqa_dev,fa187d74d909,democracy/governance,"Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing rega",9,16.91,1,
goqa_dev,fa25fff79815,other,"Over the next few years do you think that relations between the public and the U.S. will get better, get worse or stay about the same?",15,8.46,0,
goqa_dev,fa502577a371,other,"As I read some proposed policies of U.S. President Joe Biden, please tell me if you approve or disapprove of each one. b. The U.S. rejoining",15,1.75,1,
goqa_dev,fb5ee75acbe7,economy,"I'd like to ask your opinion about some international issues.  Please tell me how concerned you are, if at all, about each of them - are you",37,7.37,0,
goqa_dev,fbb26ad097bf,other,"Thinking about HIV prevention, that is preventing people from becoming infected with HIV - do you think our country is making progress in HI",35,16.3,0,
goqa_dev,fbfde074a7d3,economy,"Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus out",16,23.15,0,
goqa_dev,fc97936876c9,other,Which of these characteristics do you associate with Americans? Do you associate honest with Americans  or not?,14,10.21,0,
goqa_dev,fcc32e089ba1,democracy/governance,"How satisfied are you with the way democracy is working in our country - very satisfied, somewhat satisfied, not too satisfied or not at all",45,16.01,0,
goqa_dev,fce8060f5849,religion/values,"Which one of these comes closest to your opinion, number 1 or number 2?...#1 - Homosexuality should be accepted by society or #2 - Homosexua",47,0.1,0,
goqa_dev,fdcb06871183,intl-relations,Do you think the European Union promotes peace?,10,12.11,1,
goqa_dev,fe0bcff44d15,intl-relations,(Now thinking about foreign aid programs. Please tell me how well each of the following describes programs in your country funded by foreign,8,9.62,0,
