estate,item,family,country,region,human,model,signed_err_pp,modal_agree,n_survey,se95_pp,within_noise,noise_dist,abstained,mrsp_mae_pp,naive_mae_pp,region_mae_pp
goqa_dev,1fe61da9dc89,other,PL,Eastern Europe,0.914,0.752,-16.2,1,,,,,0,11.08,16.19,16.41
goqa_dev,1fe61da9dc89,other,RU,Eastern Europe,0.6024,0.7304,12.8,1,,,,,0,11.08,16.19,16.41
goqa_dev,1fe61da9dc89,other,SK,Eastern Europe,0.7708,0.7598,-1.1,1,,,,,0,11.08,16.19,16.41
goqa_dev,1fe61da9dc89,other,UA,Eastern Europe,0.407,0.752,34.5,0,,,,,0,11.08,16.19,16.41
goqa_dev,21855a4939ef,other,AU,Oceania,0.4646,0.3496,-11.5,1,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,BR,Latin America,0.9897,0.4257,-56.4,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,CN,East Asia,0.2688,0.7618,49.3,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,DE,Western Europe,0.5455,0.3555,-19.0,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,ES,Western Europe,0.5556,0.3716,-18.4,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,FR,Western Europe,0.37,0.721,35.1,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,GB,Western Europe,0.449,0.747,29.8,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,GR,Western Europe,0.12,0.752,63.2,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,HU,Eastern Europe,0.18,0.511,33.1,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,IT,Western Europe,0.2474,0.3494,10.2,1,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,JP,East Asia,0.6289,0.5879,-4.1,1,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,NL,Western Europe,0.46,0.435,-2.5,1,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,PL,Eastern Europe,0.2268,0.3868,16.0,1,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,RU,Eastern Europe,0.9388,0.3958,-54.3,0,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,SE,Western Europe,0.5152,0.5352,2.0,1,,,,,0,26.67,22.16,27.16
goqa_dev,21855a4939ef,other,US,North America,0.9485,0.7255,-22.3,1,,,,,0,26.67,22.16,27.16
goqa_dev,21b2f08e9327,other,AR,Latin America,0.3918,0.6198,22.8,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,BR,Latin America,0.77,0.47,-30.0,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,CN,East Asia,0.8144,0.6224,-19.2,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,DE,Western Europe,0.6,0.446,-15.4,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,EG,Middle East/N. Africa,0.375,0.569,19.4,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,ES,Western Europe,0.41,0.379,-3.1,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,FR,Western Europe,0.37,0.31,-6.0,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,GB,Western Europe,0.5556,0.6856,13.0,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,ID,Southeast Asia,0.6495,0.7165,6.7,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,IL,Middle East/N. Africa,0.4362,0.4532,1.7,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,IT,Western Europe,0.2371,0.4611,22.4,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,JP,East Asia,0.32,0.397,7.7,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,KE,Sub-Saharan Africa,0.7172,0.6832,-3.4,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,KR,East Asia,0.4343,0.4973,6.3,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,MX,Latin America,0.4316,0.6516,22.0,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,NG,Sub-Saharan Africa,0.7789,0.6209,-15.8,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,PK,South Asia,0.7528,0.4588,-29.4,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,RU,Eastern Europe,0.2041,0.4101,20.6,1,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,TR,Middle East/N. Africa,0.3684,0.5224,15.4,0,,,,,0,18.55,17.52,17.09
goqa_dev,21b2f08e9327,other,US,North America,0.6429,0.4509,-19.2,0,,,,,0,18.55,17.52,17.09
goqa_dev,22b3669af143,religion/values,DE,Western Europe,0.9362,0.8492,-8.7,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,EG,Middle East/N. Africa,0.9184,0.9374,1.9,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,ES,Western Europe,0.7551,0.9051,15.0,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,FR,Western Europe,0.9596,0.8376,-12.2,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,GB,Western Europe,0.8298,0.8968,6.7,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,ID,Southeast Asia,0.9286,0.8736,-5.5,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,JO,Middle East/N. Africa,0.9592,0.9012,-5.8,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,RU,Eastern Europe,0.7356,0.9266,19.1,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,TR,Middle East/N. Africa,0.9388,0.9348,-0.4,1,,,,,0,6.86,7.6,7.05
goqa_dev,22b3669af143,religion/values,US,North America,0.8696,0.8856,1.6,1,,,,,0,6.86,7.6,7.05
goqa_dev,24c088f30341,economy,AR,Latin America,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,AU,Oceania,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,BR,Latin America,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,CA,North America,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,ID,Southeast Asia,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,IL,Middle East/N. Africa,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,JP,East Asia,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,KE,Sub-Saharan Africa,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,KR,East Asia,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,LB,Middle East/N. Africa,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,MX,Latin America,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,NG,Sub-Saharan Africa,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,PH,Southeast Asia,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,TN,Middle East/N. Africa,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,TR,Middle East/N. Africa,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,24c088f30341,economy,US,North America,0.0,0.001,0.1,1,,,,,0,0.1,0.0,0.0
goqa_dev,251c52452e15,democracy/governance,AR,Latin America,0.3196,0.3806,6.1,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,BD,South Asia,0.7216,0.7026,-1.9,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,BG,Eastern Europe,0.4239,0.5859,16.2,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,BR,Latin America,0.4747,0.5577,8.3,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,CA,North America,0.6105,0.4985,-11.2,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,CL,Latin America,0.7188,0.4768,-24.2,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,CO,Latin America,0.4688,0.5298,6.1,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,CZ,Eastern Europe,0.3711,0.4181,4.7,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,DE,Western Europe,0.567,0.225,-34.2,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,EG,Middle East/N. Africa,0.3708,0.7158,34.5,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,ES,Western Europe,0.6277,0.5067,-12.1,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,FR,Western Europe,0.35,0.477,12.7,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,GB,Western Europe,0.4681,0.4731,0.5,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,GH,Sub-Saharan Africa,0.4796,0.7746,29.5,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,ID,Southeast Asia,0.73,0.823,9.3,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,IL,Middle East/N. Africa,0.2323,0.4553,22.3,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,IT,Western Europe,0.4176,0.4446,2.7,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,JO,Middle East/N. Africa,0.5567,0.5417,-1.5,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,JP,East Asia,0.1224,0.3244,20.2,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,KE,Sub-Saharan Africa,0.798,0.745,-5.3,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,KR,East Asia,0.3333,0.6103,27.7,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,KW,Middle East/N. Africa,0.8778,0.6778,-20.0,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,LB,Middle East/N. Africa,0.4,0.694,29.4,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,MA,Middle East/N. Africa,0.7231,0.4661,-25.7,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,ML,Sub-Saharan Africa,0.68,0.848,16.8,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,MX,Latin America,0.5816,0.5176,-6.4,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,MY,Southeast Asia,0.8542,0.8012,-5.3,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,NG,Sub-Saharan Africa,0.5938,0.6418,4.8,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,NI,Latin America,0.8265,0.5685,-25.8,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,PE,Latin America,0.5052,0.5402,3.5,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,PH,Southeast Asia,0.83,0.759,-7.1,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,PK,South Asia,0.6593,0.5713,-8.8,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,PL,Eastern Europe,0.3263,0.3693,4.3,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,RU,Eastern Europe,0.7447,0.3897,-35.5,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,SE,Western Europe,0.6737,0.8147,14.1,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,SK,Eastern Europe,0.6146,0.7166,10.2,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,SN,Sub-Saharan Africa,0.6392,0.7012,6.2,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,SV,Latin America,0.7835,0.5915,-19.2,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,TN,Middle East/N. Africa,0.5591,0.6091,5.0,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,TR,Middle East/N. Africa,0.5368,0.4608,-7.6,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,TZ,Sub-Saharan Africa,0.8469,0.7449,-10.2,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,UA,Eastern Europe,0.3263,0.8863,56.0,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,UG,Sub-Saharan Africa,0.8081,0.7301,-7.8,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,US,North America,0.5368,0.4868,-5.0,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,UZ,Central Asia,0.8889,0.5389,-35.0,1,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,VE,Latin America,0.4286,0.6886,26.0,0,,,,,0,14.99,16.52,14.37
goqa_dev,251c52452e15,democracy/governance,VN,Southeast Asia,0.9255,0.5235,-40.2,1,,,,,0,14.99,16.52,14.37
goqa_dev,25877cf5b2b3,other,BR,Latin America,0.5065,0.4625,-4.4,0,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,DE,Western Europe,0.7263,0.6373,-8.9,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,EG,Middle East/N. Africa,0.4639,0.2519,-21.2,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,ES,Western Europe,0.7079,0.5889,-11.9,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,FR,Western Europe,0.7071,0.4931,-21.4,0,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,GB,Western Europe,0.641,0.625,-1.6,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,ID,Southeast Asia,0.3797,0.3507,-2.9,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,IL,Middle East/N. Africa,0.4318,0.4338,0.2,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,JO,Middle East/N. Africa,0.3229,0.2369,-8.6,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,JP,East Asia,0.6154,0.5174,-9.8,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,KE,Sub-Saharan Africa,0.8,0.267,-53.3,0,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,LB,Middle East/N. Africa,0.4409,0.3759,-6.5,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,LT,Eastern Europe,0.5556,0.6536,9.8,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,MX,Latin America,0.3766,0.5386,16.2,0,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,PK,South Asia,0.0652,0.3772,31.2,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,PL,Eastern Europe,0.6351,0.4331,-20.2,0,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,RU,Eastern Europe,0.194,0.379,18.5,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,TR,Middle East/N. Africa,0.1096,0.3516,24.2,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,UA,Eastern Europe,0.3115,0.3975,8.6,1,,,,,1,15.24,17.52,15.43
goqa_dev,25877cf5b2b3,other,US,North America,0.5301,0.7381,20.8,1,,,,,1,15.24,17.52,15.43
goqa_dev,25a8e59d1775,economy,CZ,Eastern Europe,0.5119,0.5549,4.3,1,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,DE,Western Europe,0.7812,0.4712,-31.0,0,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,ES,Western Europe,0.5745,0.5145,-6.0,1,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,FR,Western Europe,0.5657,0.4887,-7.7,0,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,GB,Western Europe,0.5227,0.5447,2.2,1,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,GR,Western Europe,0.1789,0.5749,39.6,0,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,IT,Western Europe,0.4138,0.5978,18.4,0,,,,,1,19.67,12.79,14.55
goqa_dev,25a8e59d1775,economy,PL,Eastern Europe,0.5904,0.4234,-16.7,0,,,,,1,19.67,12.79,14.55
goqa_dev,2687a4afd837,democracy/governance,AR,Latin America,0.0476,0.0646,1.7,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,AU,Oceania,0.0312,0.0122,-1.9,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,BG,Eastern Europe,0.0,0.075,7.5,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,CA,North America,0.0316,0.0176,-1.4,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,CL,Latin America,0.0465,0.0735,2.7,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,CZ,Eastern Europe,0.0204,0.0524,3.2,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,DE,Western Europe,0.0408,0.0378,-0.3,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,EG,Middle East/N. Africa,0.2247,0.1487,-7.6,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,ES,Western Europe,0.0102,0.0312,2.1,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,FR,Western Europe,0.01,0.02,1.0,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,GB,Western Europe,0.0109,0.0279,1.7,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,GH,Sub-Saharan Africa,0.1124,0.4084,29.6,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,ID,Southeast Asia,0.2857,0.1067,-17.9,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,IL,Middle East/N. Africa,0.0306,0.0836,5.3,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,IT,Western Europe,0.0323,0.0333,0.1,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,JO,Middle East/N. Africa,0.1368,0.1878,5.1,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,JP,East Asia,0.0326,0.0076,-2.5,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,KE,Sub-Saharan Africa,0.0938,0.2388,14.5,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,KR,East Asia,0.0549,0.0789,2.4,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,KW,Middle East/N. Africa,0.1481,0.0421,-10.6,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,LB,Middle East/N. Africa,0.0101,0.1021,9.2,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,MA,Middle East/N. Africa,0.3846,0.0486,-33.6,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,ML,Sub-Saharan Africa,0.3191,0.1051,-21.4,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,MX,Latin America,0.0244,0.0654,4.1,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,MY,Southeast Asia,0.3134,0.0904,-22.3,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,NG,Sub-Saharan Africa,0.3214,0.1934,-12.8,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,NL,Western Europe,0.0101,0.0151,0.5,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,PE,Latin America,0.05,0.062,1.2,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,PK,South Asia,0.3333,0.3553,2.2,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,PL,Eastern Europe,0.0316,0.0226,-0.9,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,RU,Eastern Europe,0.1707,0.0257,-14.5,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,SE,Western Europe,0.0106,0.0126,0.2,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,SK,Eastern Europe,0.0105,0.1245,11.4,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,TR,Middle East/N. Africa,0.0375,0.0815,4.4,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,TZ,Sub-Saharan Africa,0.1209,0.1309,1.0,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,UA,Eastern Europe,0.0921,0.1081,1.6,1,,,,,0,7.91,9.23,6.65
goqa_dev,2687a4afd837,democracy/governance,UG,Sub-Saharan Africa,0.1077,0.1147,0.7,1,,,,,0,7.91,9.23,6.65
goqa_dev,26bdfd67b377,intl-relations,AR,Latin America,0.4535,0.6735,22.0,0,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,BG,Eastern Europe,0.6753,0.6713,-0.4,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,BR,Latin America,0.8105,0.6165,-19.4,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,CA,North America,0.5217,0.6357,11.4,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,CL,Latin America,0.6632,0.7132,5.0,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,CZ,Eastern Europe,0.6495,0.5535,-9.6,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,DE,Western Europe,0.4947,0.6337,13.9,0,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,EG,Middle East/N. Africa,0.6939,0.7199,2.6,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,ES,Western Europe,0.6222,0.5372,-8.5,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,FR,Western Europe,0.4444,0.5964,15.2,0,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,GB,Western Europe,0.5444,0.5154,-2.9,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,GH,Sub-Saharan Africa,0.9175,0.7745,-14.3,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,ID,Southeast Asia,0.6739,0.7049,3.1,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,IL,Middle East/N. Africa,0.7582,0.4142,-34.4,0,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,IT,Western Europe,0.4368,0.5548,11.8,0,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,JO,Middle East/N. Africa,0.6277,0.7217,9.4,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,JP,East Asia,0.6279,0.6649,3.7,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,KE,Sub-Saharan Africa,0.8367,0.7897,-4.7,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,KR,East Asia,0.6136,0.5916,-2.2,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,KW,Middle East/N. Africa,0.8095,0.8435,3.4,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,LB,Middle East/N. Africa,0.7273,0.8033,7.6,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,MA,Middle East/N. Africa,0.8659,0.6159,-25.0,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,ML,Sub-Saharan Africa,0.8144,0.7324,-8.2,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,MX,Latin America,0.6701,0.7301,6.0,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,MY,Southeast Asia,0.8791,0.7351,-14.4,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,PE,Latin America,0.6854,0.7574,7.2,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,PH,Southeast Asia,0.7629,0.7659,0.3,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,PK,South Asia,0.6,0.739,13.9,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,PL,Eastern Europe,0.6593,0.5883,-7.1,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,RU,Eastern Europe,0.561,0.619,5.8,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,SE,Western Europe,0.5761,0.4831,-9.3,0,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,SK,Eastern Europe,0.75,0.702,-4.8,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,TR,Middle East/N. Africa,0.5062,0.6482,14.2,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,TZ,Sub-Saharan Africa,0.5556,0.7966,24.1,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,UA,Eastern Europe,0.5732,0.7942,22.1,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,UG,Sub-Saharan Africa,0.8295,0.8105,-1.9,1,,,,,0,11.41,11.26,8.79
goqa_dev,26bdfd67b377,intl-relations,US,North America,0.5,0.579,7.9,0,,,,,0,11.41,11.26,8.79
