qcode,country,age_bucket,yes_weighted,n_weighted
Q182,CHN,45_59,0.06280,941.9
Q182,JPN,60_plus,0.38386,508.0
Q182,MAC,18_29,0.56446,287.0
Q182,MAR,30_44,0.12236,474.0
Q182,TUR,30_44,0.08087,779.0
Q182,UKR,45_59,0.14193,255.8
Q182,URY,30_44,0.61562,252.6
Q182,VNM,30_44,0.55603,464.0
Q182,GRC,60_plus,0.18255,351.5
Q182,NLD,45_59,0.93028,545.0
Q182,PHL,18_29,0.34065,263.5
Q182,ROU,45_59,0.07864,286.7
Q182,SGP,45_59,0.12905,571.5
Q182,AUS,60_plus,0.54345,467.7
Q182,BRA,60_plus,0.27560,288.8
Q182,CAN,60_plus,0.72049,1217.5
Q182,KGZ,60_plus,0.05228,157.5
Q182,LBN,60_plus,0.04848,165.0
Q182,MAC,30_44,0.45361,194.0
Q182,MAR,18_29,0.14988,407.0
Q182,TUR,18_29,0.08418,689.0
Q182,URY,18_29,0.67994,207.3
Q182,VNM,18_29,0.55707,368.0
Q182,ZWE,45_59,0.07359,231.0
Q182,PAK,45_59,0.03096,323.0
Q182,PHL,30_44,0.32586,382.3
Q182,CHN,30_44,0.11226,941.3
Q182,MAR,45_59,0.14286,224.0
Q182,TUR,45_59,0.08010,824.0
Q182,UKR,30_44,0.16069,335.6
Q182,URY,45_59,0.62692,208.2
Q182,VNM,45_59,0.58983,295.0
Q182,ZWE,18_29,0.07329,423.0
Q182,HKG,60_plus,0.19249,574.7
Q182,NLD,30_44,0.86189,391.0
Q182,PAK,18_29,0.05419,609.0
Q182,ROU,30_44,0.15724,283.9
Q182,SGP,30_44,0.23687,590.1
Q182,ARM,30_44,0.02347,370.1
Q182,AUS,18_29,0.83455,369.9
Q182,BGD,18_29,0.01474,407.0
Q182,BRA,18_29,0.44720,366.1
Q182,CAN,18_29,0.79919,753.6
Q182,JPN,30_44,0.83630,281.0
Q182,KGZ,18_29,0.03720,318.2
Q182,LBN,18_29,0.07756,361.0
Q182,MYS,18_29,0.30072,419.0
Q182,URY,60_plus,0.53570,258.3
Q182,VEN,18_29,0.26168,428.0
Q182,GRC,30_44,0.45270,324.7
Q182,GTM,30_44,0.23143,350.0
Q182,HKG,45_59,0.39024,600.7
Q182,NIC,30_44,0.18987,395.0
Q182,ARG,30_44,0.56176,238.2
Q182,AUS,45_59,0.66713,428.4
Q182,BGD,45_59,0.00392,255.0
Q182,BRA,45_59,0.36234,359.1
Q182,CAN,45_59,0.73157,1055.1
Q182,CHL,30_44,0.43921,302.2
Q182,KGZ,45_59,0.02321,262.0
Q182,LBN,45_59,0.09184,294.0
Q182,MYS,45_59,0.29204,339.0
Q182,NGA,18_29,0.02748,640.5
Q182,TUN,30_44,0.01018,393.0
Q182,VEN,45_59,0.20000,260.0
Q182,ZWE,60_plus,0.08621,174.0
Q182,HKG,18_29,0.61404,351.8
Q182,IDN,30_44,0.02688,1200.0
Q184,COL,60_plus,0.05759,191.0
Q184,DEU,18_29,0.45267,243.0
Q184,GBR,30_44,0.64839,636.1
Q184,TWN,18_29,0.18749,236.4
Q184,IRQ,18_29,0.13919,467.0
Q184,LBY,30_44,0.06280,414.0
Q184,MEX,18_29,0.25233,493.7
Q184,MMR,18_29,0.00920,326.0
Q184,PRI,30_44,0.19512,246.0
Q184,SRB,45_59,0.28814,236.0
Q184,AND,30_44,0.55776,303.0
Q184,DEU,45_59,0.48098,447.0
Q184,ECU,60_plus,0.08046,174.0
Q184,ETH,30_44,0.05736,401.0
Q184,TWN,45_59,0.10164,342.7
Q184,USA,60_plus,0.30077,705.0
Q184,IRQ,45_59,0.15546,238.0
Q184,MEX,45_59,0.21640,410.9
Q184,MMR,45_59,0.00568,352.0
Q184,MNG,30_44,0.28245,600.9
Q184,NZL,45_59,0.68605,258.0
Q184,PER,30_44,0.08944,434.9
Q184,SRB,18_29,0.38565,223.0
Q184,AND,18_29,0.62025,158.0
Q184,CYP,60_plus,0.05180,268.7
Q184,CZE,60_plus,0.46002,357.6
Q184,ETH,18_29,0.07987,626.0
Q184,GBR,45_59,0.70481,605.6
Q184,IND,60_plus,0.10906,207.5
Q184,IRN,60_plus,0.17722,158.0
Q184,TJK,60_plus,0.04430,158.0
Q184,JOR,60_plus,0.02010,199.0
Q184,KOR,60_plus,0.14388,278.0
Q184,LBY,45_59,0.04959,363.0
Q184,MNG,18_29,0.25178,491.5
Q184,PER,18_29,0.11770,396.9
Q184,PRI,45_59,0.17293,266.0
Q184,RUS,60_plus,0.31978,413.6
Q184,SRB,30_44,0.28571,266.0
Q184,SVK,60_plus,0.36494,338.4
Q184,THA,60_plus,0.04615,287.2
Q184,AND,60_plus,0.43636,220.0
Q184,BOL,45_59,0.08374,406.0
Q184,CYP,18_29,0.15294,217.6
Q184,CZE,18_29,0.63154,217.2
Q184,ECU,30_44,0.13613,382.0
Q184,EGY,45_59,0.05278,360.0
Q184,IND,18_29,0.18225,523.4
Q184,IRN,18_29,0.16190,420.0
Q184,TJK,18_29,0.02586,348.0
Q184,USA,30_44,0.40869,620.7
Q184,JOR,18_29,0.06154,260.0
Q184,KAZ,45_59,0.23077,325.0
Q184,KOR,18_29,0.27419,248.0
Q184,MDV,18_29,0.20455,352.0
Q184,MNG,60_plus,0.22062,157.1
Q184,PER,60_plus,0.04216,190.8
Q184,RUS,18_29,0.38193,404.7
Q184,SVK,18_29,0.47364,180.9
Q184,THA,18_29,0.11640,329.7
Q184,ARM,60_plus,0.09230,292.6
Q184,CHN,45_59,0.08641,933.9
Q184,GRC,60_plus,0.20062,357.1
Q184,TUR,30_44,0.12164,781.0
Q184,UKR,45_59,0.30511,279.2
Q184,URY,30_44,0.40387,263.8
Q184,VNM,30_44,0.33836,464.0
Q184,JPN,60_plus,0.25599,543.0
Q184,MAC,18_29,0.20486,288.0
Q184,MAR,30_44,0.22574,474.0
Q184,NLD,45_59,0.77240,558.0
Q184,PHL,18_29,0.18330,263.5
Q184,ROU,45_59,0.18543,292.7
Q184,SGP,45_59,0.10390,571.7
Q184,CHN,30_44,0.10855,941.2
Q184,HKG,60_plus,0.11544,580.6
Q184,TUR,45_59,0.10571,823.0
Q184,UKR,30_44,0.34078,371.6
Q184,URY,45_59,0.34985,211.8
Q184,VNM,45_59,0.33559,295.0
Q184,ZWE,18_29,0.07765,425.0
Q184,MAR,45_59,0.25893,224.0
Q184,NLD,30_44,0.77436,390.0
Q184,PAK,18_29,0.07886,596.0
Q184,ROU,30_44,0.21994,286.2
Q184,SGP,30_44,0.18296,591.1
Q184,COL,45_59,0.05949,353.0
Q184,CYP,30_44,0.19984,240.0
Q184,CZE,30_44,0.67466,352.5
Q184,ECU,18_29,0.13077,390.0
Q184,IND,30_44,0.16266,493.0
Q184,IRN,30_44,0.13823,586.0
Q184,TJK,30_44,0.02865,349.0
Q184,USA,18_29,0.43750,542.7
Q184,JOR,30_44,0.06283,382.0
Q184,KOR,30_44,0.24679,312.0
Q184,MDV,30_44,0.16285,393.0
Q184,RUS,30_44,0.39236,475.1
Q184,SRB,60_plus,0.20565,248.0
Q184,SVK,30_44,0.45422,326.3
Q184,THA,30_44,0.09526,427.1
Q184,BOL,30_44,0.08943,615.0
Q184,COL,18_29,0.17710,559.0
Q184,DEU,60_plus,0.35425,494.0
Q184,ECU,45_59,0.15353,241.0
Q184,EGY,30_44,0.07126,435.0
Q184,TWN,60_plus,0.09914,291.5
Q184,USA,45_59,0.37293,698.4
Q184,KAZ,30_44,0.20624,417.0
Q184,KEN,18_29,0.28488,681.0
Q184,MEX,60_plus,0.10873,286.8
Q184,NZL,60_plus,0.64463,484.0
Q184,AND,45_59,0.54088,318.0
Q184,BOL,60_plus,0.09266,259.0
Q184,DEU,30_44,0.44257,296.0
Q184,ETH,45_59,0.05263,152.0
Q184,GBR,18_29,0.69789,414.5
Q184,TWN,30_44,0.15442,351.7
Q184,IRQ,30_44,0.12113,388.0
Q184,LBY,18_29,0.04089,269.0
Q184,MEX,30_44,0.21500,518.5
Q184,MMR,30_44,0.00000,390.0
Q184,MNG,45_59,0.29935,388.5
Q184,NZL,30_44,0.71519,158.0
Q184,PER,45_59,0.09569,351.4
Q184,PRI,18_29,0.29126,206.0
Q184,AUS,60_plus,0.49519,474.4
Q184,BRA,60_plus,0.06096,326.0
Q184,CAN,60_plus,0.65352,1217.5
Q184,TUR,18_29,0.11014,690.0
Q184,URY,18_29,0.44269,220.6
Q184,VNM,18_29,0.33696,368.0
Q184,ZWE,45_59,0.08696,230.0
Q184,KGZ,60_plus,0.03633,156.0
Q184,LBN,60_plus,0.02395,167.0
Q184,MAC,30_44,0.15464,194.0
Q184,MAR,18_29,0.28256,407.0
Q184,PAK,45_59,0.06032,315.0
Q184,PHL,30_44,0.20001,382.3
Q184,ARM,30_44,0.05697,361.6
Q184,AUS,18_29,0.62587,374.0
Q184,BGD,18_29,0.04668,407.0
Q184,BRA,18_29,0.18327,397.9
Q184,CAN,18_29,0.70316,753.6
Q184,GRC,30_44,0.39959,322.4
Q184,GTM,30_44,0.14900,349.0
Q184,HKG,45_59,0.22590,605.6
Q184,URY,60_plus,0.28940,272.1
Q184,UZB,30_44,0.17489,446.0
Q184,VEN,18_29,0.13318,428.0
Q184,JPN,30_44,0.39405,269.0
Q184,KGZ,18_29,0.05004,322.2
Q184,LBN,18_29,0.11295,363.0
Q184,MYS,18_29,0.28878,419.0
Q184,NIC,30_44,0.08608,395.0
Q184,BOL,18_29,0.13360,756.0
Q184,COL,30_44,0.11031,417.0
Q184,CYP,45_59,0.11710,218.3
Q184,CZE,45_59,0.55430,265.2
Q184,EGY,18_29,0.06601,303.0
Q184,GBR,60_plus,0.57651,773.7
Q184,IND,45_59,0.14791,312.7
Q184,IRN,45_59,0.12424,330.0
Q184,TJK,45_59,0.02319,345.0
Q184,JOR,45_59,0.04507,355.0
Q184,KAZ,18_29,0.18774,261.0
Q184,KEN,30_44,0.24631,406.0
Q184,KOR,45_59,0.22359,407.0
Q184,MDV,45_59,0.09626,187.0
Q184,PRI,60_plus,0.07769,399.0
Q184,RUS,45_59,0.39825,418.5
Q184,SVK,45_59,0.45112,300.6
Q184,THA,45_59,0.08033,441.2
Q184,ARG,60_plus,0.19579,226.1
Q184,CHL,60_plus,0.19371,222.9
Q184,CHN,18_29,0.09713,677.7
Q184,IDN,60_plus,0.06753,371.5
Q184,TUN,60_plus,0.11268,213.0
Q184,UKR,18_29,0.34243,160.0
Q184,ZWE,30_44,0.06316,380.0
Q184,MAC,45_59,0.14433,194.0
Q184,NLD,18_29,0.80838,167.0
Q184,PAK,30_44,0.05718,857.0
Q184,PHL,45_59,0.11942,325.1
Q184,ROU,18_29,0.19369,257.4
Q184,SGP,18_29,0.41605,317.3
Q184,ARG,30_44,0.23974,261.5
Q184,AUS,45_59,0.63206,429.9
Q184,BGD,45_59,0.06275,255.0
Q184,BRA,45_59,0.10360,405.3
Q184,CAN,45_59,0.59878,1055.1
Q184,CHL,30_44,0.29971,319.6
Q184,HKG,18_29,0.29249,351.8
Q184,IDN,30_44,0.02844,1203.0
Q184,TUN,30_44,0.12214,393.0
Q184,VEN,45_59,0.11538,260.0
Q184,ZWE,60_plus,0.08621,174.0
Q184,KGZ,45_59,0.05287,269.5
Q184,LBN,45_59,0.06757,296.0
Q184,MYS,45_59,0.28909,339.0
Q184,NGA,18_29,0.03815,636.9
Q184,ARG,18_29,0.28753,247.5
Q184,ARM,45_59,0.07046,283.7
Q184,CHL,18_29,0.34321,200.7
Q184,CHN,60_plus,0.09156,464.7
Q184,GRC,45_59,0.42605,287.6
Q184,GTM,45_59,0.11856,194.0
Q184,HKG,30_44,0.21214,506.3
Q184,IDN,18_29,0.03425,873.0
Q184,TUN,18_29,0.15248,282.0
Q184,UKR,60_plus,0.24484,322.5
Q184,UZB,45_59,0.17619,210.0
Q184,JPN,45_59,0.33663,303.0
Q184,NGA,30_44,0.04094,446.2
Q184,NIC,45_59,0.08072,223.0
Q184,NLD,60_plus,0.78726,785.0
Q184,ROU,60_plus,0.17075,332.9
Q184,SGP,60_plus,0.07451,509.2
Q184,ARG,45_59,0.20244,215.2
Q184,ARM,18_29,0.05147,251.2
Q184,AUS,30_44,0.69754,474.8
Q184,BGD,30_44,0.07175,446.0
Q184,BRA,30_44,0.11140,485.5
Q184,CAN,30_44,0.66212,991.8
Q184,CHL,45_59,0.28311,226.0
Q184,GRC,18_29,0.39877,207.7
Q184,GTM,18_29,0.24068,590.0
Q184,IDN,45_59,0.04090,745.3
Q184,TUN,45_59,0.14423,312.0
Q184,UZB,18_29,0.17895,475.0
Q184,VEN,30_44,0.16354,373.0
Q184,KGZ,30_44,0.06225,398.6
Q184,LBN,30_44,0.09893,374.0
Q184,MYS,30_44,0.24841,471.0
Q184,NIC,18_29,0.08989,445.0
Q184,PHL,60_plus,0.17558,229.1
Q185,AND,30_44,0.84437,302.0
Q185,TWN,45_59,0.28630,342.7
Q185,USA,60_plus,0.58445,707.5
Q185,DEU,45_59,0.72907,454.0
Q185,ECU,60_plus,0.22093,172.0
Q185,ETH,30_44,0.13184,402.0
Q185,IRQ,45_59,0.24370,238.0
Q185,MEX,45_59,0.41505,411.1
Q185,MMR,45_59,0.08807,352.0
Q185,MNG,30_44,0.34771,600.9
Q185,NZL,45_59,0.80156,257.0
Q185,PER,30_44,0.38496,430.9
Q185,SRB,18_29,0.51802,222.0
Q185,COL,60_plus,0.31414,191.0
Q185,TWN,18_29,0.44574,236.4
Q185,DEU,18_29,0.71255,247.0
Q185,GBR,30_44,0.72459,621.3
Q185,IRQ,18_29,0.24411,467.0
Q185,LBY,30_44,0.22169,415.0
Q185,MEX,18_29,0.44764,495.7
Q185,MMR,18_29,0.05521,326.0
Q185,PRI,30_44,0.57724,246.0
Q185,SRB,45_59,0.44033,243.0
Q185,AND,18_29,0.87342,158.0
Q185,CYP,60_plus,0.23817,274.7
Q185,TJK,60_plus,0.06329,158.0
Q185,CZE,60_plus,0.60541,358.4
Q185,ETH,18_29,0.17093,626.0
Q185,GBR,45_59,0.81935,607.2
Q185,IND,60_plus,0.09809,212.6
Q185,IRN,60_plus,0.20886,158.0
Q185,JOR,60_plus,0.12500,200.0
Q185,KOR,60_plus,0.32734,278.0
Q185,LBY,45_59,0.25137,366.0
Q185,MNG,18_29,0.30454,491.5
Q185,PER,18_29,0.39289,404.4
Q185,PRI,45_59,0.48496,266.0
Q185,RUS,60_plus,0.46685,419.6
Q185,SRB,30_44,0.40449,267.0
Q185,SVK,60_plus,0.51644,345.0
Q185,THA,60_plus,0.33205,286.0
Q185,AND,60_plus,0.80180,222.0
Q185,BOL,45_59,0.23704,405.0
Q185,CYP,18_29,0.48818,222.1
Q185,TJK,18_29,0.02011,348.0
Q185,USA,30_44,0.58204,620.5
Q185,CZE,18_29,0.71254,216.1
Q185,ECU,30_44,0.30890,382.0
Q185,EGY,45_59,0.41274,361.0
Q185,IND,18_29,0.23113,537.6
Q185,IRN,18_29,0.21957,419.0
Q185,JOR,18_29,0.27132,258.0
Q185,KAZ,45_59,0.35671,328.0
Q185,KOR,18_29,0.54839,248.0
Q185,MDV,18_29,0.64873,353.0
Q185,MNG,60_plus,0.25794,157.1
Q185,PER,60_plus,0.33200,191.8
Q185,RUS,18_29,0.58311,415.5
Q185,SVK,18_29,0.68936,191.7
Q185,THA,18_29,0.31579,331.5
Q185,ARG,60_plus,0.59142,220.0
Q185,CHL,60_plus,0.49857,229.7
Q185,CHN,18_29,0.25839,677.3
Q185,TUN,60_plus,0.30516,213.0
Q185,UKR,18_29,0.52573,154.0
Q185,ZWE,30_44,0.12665,379.0
Q185,IDN,60_plus,0.14695,371.4
Q185,MAC,45_59,0.38860,193.0
Q185,NLD,18_29,0.85030,167.0
Q185,PAK,30_44,0.10858,921.0
Q185,PHL,45_59,0.26295,325.1
Q185,ROU,18_29,0.40011,258.1
Q185,SGP,18_29,0.49409,319.4
Q185,BOL,30_44,0.29739,612.0
Q185,COL,18_29,0.45081,559.0
Q185,TWN,60_plus,0.23073,291.5
Q185,USA,45_59,0.56862,700.9
Q185,DEU,60_plus,0.59880,501.0
Q185,ECU,45_59,0.30579,242.0
Q185,EGY,30_44,0.41781,438.0
Q185,KAZ,30_44,0.38038,418.0
Q185,KEN,18_29,0.43215,678.0
Q185,MEX,60_plus,0.28394,291.9
Q185,NZL,60_plus,0.76171,491.0
Q185,AND,45_59,0.84591,318.0
Q185,BOL,60_plus,0.21401,257.0
Q185,TWN,30_44,0.37284,351.7
Q185,DEU,30_44,0.69103,301.0
Q185,ETH,45_59,0.19608,153.0
Q185,GBR,18_29,0.79264,420.1
Q185,IRQ,30_44,0.19330,388.0
Q185,LBY,18_29,0.27239,268.0
Q185,MEX,30_44,0.47340,524.1
Q185,MMR,30_44,0.05656,389.0
Q185,MNG,45_59,0.30920,388.5
Q185,NZL,30_44,0.79503,161.0
Q185,PER,45_59,0.33236,351.6
Q185,PRI,18_29,0.64563,206.0
Q185,ARG,30_44,0.66719,257.5
Q185,AUS,45_59,0.76211,426.3
Q185,BGD,45_59,0.06667,255.0
Q185,BRA,45_59,0.54408,413.2
Q185,CAN,45_59,0.72101,1055.1
Q185,CHL,30_44,0.53358,319.7
Q185,TUN,30_44,0.33756,394.0
Q185,VEN,45_59,0.42308,260.0
Q185,ZWE,60_plus,0.16092,174.0
Q185,HKG,18_29,0.49318,351.8
Q185,IDN,30_44,0.09170,1196.5
Q185,KGZ,45_59,0.09456,273.3
Q185,LBN,45_59,0.20000,295.0
Q185,MYS,45_59,0.40118,339.0
Q185,NGA,18_29,0.09895,638.4
Q185,ARG,18_29,0.60539,247.9
Q185,ARM,45_59,0.18912,289.2
Q185,CHL,18_29,0.70873,200.1
Q185,CHN,60_plus,0.16519,465.6
Q185,TUN,18_29,0.37676,284.0
Q185,UKR,60_plus,0.44766,304.5
Q185,UZB,45_59,0.27700,213.0
Q185,GRC,45_59,0.73860,292.6
Q185,GTM,45_59,0.32990,194.0
Q185,HKG,30_44,0.41513,505.2
Q185,IDN,18_29,0.10700,872.3
Q185,JPN,45_59,0.64379,306.0
Q185,NGA,30_44,0.13754,445.3
Q185,NIC,45_59,0.26457,223.0
Q185,NLD,60_plus,0.84956,791.0
Q185,ROU,60_plus,0.33558,337.2
Q185,SGP,60_plus,0.12226,508.2
Q185,ARM,60_plus,0.14900,297.6
Q185,CHN,45_59,0.23615,940.8
Q185,TUR,30_44,0.41003,778.0
Q185,UKR,45_59,0.56262,275.5
Q185,URY,30_44,0.69246,261.7
Q185,VNM,30_44,0.52586,464.0
Q185,GRC,60_plus,0.53506,362.2
Q185,JPN,60_plus,0.48250,543.0
Q185,MAC,18_29,0.45296,287.0
Q185,MAR,30_44,0.57173,474.0
Q185,NLD,45_59,0.86096,561.0
Q185,PHL,18_29,0.27578,263.5
Q185,ROU,45_59,0.41893,294.4
Q185,SGP,45_59,0.19358,573.4
Q185,ARM,30_44,0.17732,368.5
Q185,AUS,18_29,0.70156,374.0
Q185,BGD,18_29,0.05405,407.0
Q185,BRA,18_29,0.54628,401.4
Q185,CAN,18_29,0.76197,753.6
Q185,URY,60_plus,0.63163,268.6
Q185,UZB,30_44,0.25000,444.0
Q185,VEN,18_29,0.42056,428.0
Q185,GRC,30_44,0.73325,324.2
Q185,GTM,30_44,0.42165,351.0
Q185,HKG,45_59,0.41853,605.9
Q185,JPN,30_44,0.69091,275.0
Q185,KGZ,18_29,0.07975,322.7
Q185,LBN,18_29,0.40608,362.0
Q185,MYS,18_29,0.38663,419.0
Q185,NIC,30_44,0.36962,395.0
Q185,AUS,60_plus,0.66531,469.0
Q185,BRA,60_plus,0.48576,326.4
Q185,CAN,60_plus,0.74194,1217.5
Q185,TUR,18_29,0.38986,690.0
Q185,URY,18_29,0.72410,214.9
Q185,VNM,18_29,0.52717,368.0
Q185,ZWE,45_59,0.17316,231.0
Q185,KGZ,60_plus,0.08980,158.4
Q185,LBN,60_plus,0.17576,165.0
Q185,MAC,30_44,0.33854,192.0
Q185,MAR,18_29,0.55528,407.0
Q185,PAK,45_59,0.13150,327.0
Q185,PHL,30_44,0.31450,382.3
Q185,CHN,30_44,0.27981,941.2
Q185,TUR,45_59,0.33863,818.0
Q185,UKR,30_44,0.57995,367.9
Q185,URY,45_59,0.71569,210.5
Q185,VNM,45_59,0.50508,295.0
Q185,ZWE,18_29,0.18824,425.0
Q185,HKG,60_plus,0.29603,582.0
Q185,MAR,45_59,0.60268,224.0
Q185,NLD,30_44,0.82000,400.0
Q185,PAK,18_29,0.09839,620.0
Q185,ROU,30_44,0.40487,291.7
Q185,SGP,30_44,0.26857,590.1
Q185,ARG,45_59,0.54693,215.1
Q185,ARM,18_29,0.19637,251.4
Q185,AUS,30_44,0.80431,474.5
Q185,BGD,30_44,0.05605,446.0
Q185,BRA,30_44,0.52933,476.1
Q185,CAN,30_44,0.75162,991.8
Q185,CHL,45_59,0.60696,229.3
Q185,TUN,45_59,0.33654,312.0
Q185,UZB,18_29,0.20833,480.0
Q185,VEN,30_44,0.48794,373.0
Q185,GRC,18_29,0.80851,206.4
Q185,GTM,18_29,0.46791,592.0
Q185,IDN,45_59,0.15211,745.9
Q185,KGZ,30_44,0.09868,400.1
Q185,LBN,30_44,0.30108,372.0
Q185,MYS,30_44,0.39278,471.0
Q185,NIC,18_29,0.35506,445.0
Q185,PHL,60_plus,0.27100,229.1
Q185,COL,45_59,0.25779,353.0
Q185,CYP,30_44,0.50815,242.6
Q185,TJK,30_44,0.02865,349.0
Q185,USA,18_29,0.58928,543.1
Q185,CZE,30_44,0.73150,349.4
Q185,ECU,18_29,0.32905,389.0
Q185,IND,30_44,0.21221,502.0
Q185,IRN,30_44,0.20819,586.0
Q185,JOR,30_44,0.28125,384.0
Q185,KOR,30_44,0.44551,312.0
Q185,MDV,30_44,0.50255,392.0
Q185,RUS,30_44,0.57897,480.1
Q185,SRB,60_plus,0.39357,249.0
Q185,SVK,30_44,0.69581,334.4
Q185,THA,30_44,0.34660,427.2
Q185,BOL,18_29,0.30656,747.0
Q185,COL,30_44,0.39089,417.0
Q185,CYP,45_59,0.34636,226.0
Q185,TJK,45_59,0.04348,345.0
Q185,CZE,45_59,0.70400,265.7
Q185,EGY,18_29,0.48197,305.0
Q185,GBR,60_plus,0.74644,773.4
Q185,IND,45_59,0.18600,317.3
Q185,IRN,45_59,0.19453,329.0
Q185,JOR,45_59,0.17746,355.0
Q185,KAZ,18_29,0.33840,263.0
Q185,KEN,30_44,0.42250,400.0
Q185,KOR,45_59,0.44226,407.0
Q185,MDV,45_59,0.45699,186.0
Q185,PRI,60_plus,0.48500,400.0
Q185,RUS,45_59,0.59858,424.9
Q185,SVK,45_59,0.62843,306.2
Q185,THA,45_59,0.32483,441.9
